symbol,kind,relpath,line,snippet
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,607,"AddOptionalEnabledL7SdcProduction(rows, ""ACCEL_POLL"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,608,"AddOptionalEnabledL7SdcProduction(rows, ""ACCEL_WAIT"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,609,"AddOptionalEnabledL7SdcProduction(rows, ""ACCEL_CANCEL"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,610,"AddOptionalEnabledL7SdcProduction(rows, ""ACCEL_FENCE"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,611,"AddOptionalEnabledL7SdcProduction(rows, ""ACCEL_STATUS"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,612,"AddReservedNoAllocation(rows, ""ACCEL_QUERY_ABI"", ""Lane7TopologyQueue"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,613,"AddReservedNoAllocation(rows, ""ACCEL_QUERY_TOPOLOGY"", ""Lane7TopologyQueue"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,614,"AddReservedNoAllocation(rows, ""ACCEL_OPEN"", ""Lane7TopologyQueue"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,615,"AddReservedNoAllocation(rows, ""ACCEL_CLOSE"", ""Lane7TopologyQueue"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,616,"AddReservedNoAllocation(rows, ""ACCEL_BIND_QUEUE"", ""Lane7TopologyQueue"");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/InstructionSupportStatus.cs,617,"AddReservedNoAllocation(rows, ""ACCEL_UNBIND_QUEUE"", ""Lane7TopologyQueue"");"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,38,"""Vmx"",           // VMXON/VMXOFF/VMLAUNCH/VMRESUME/VMREAD/VMWRITE/VMCLEAR/VMPTRLD"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,81,// VMX instruction plane
VMX,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,432,/// full VMX instruction plane formalization.
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,93,"""ACCEL_QUERY_CAPS"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,94,"""ACCEL_SUBMIT"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,95,"""ACCEL_POLL"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,96,"""ACCEL_WAIT"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,97,"""ACCEL_CANCEL"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,98,"""ACCEL_FENCE"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,99,"""ACCEL_STATUS"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,211,"""ACCEL_QUERY_CAPS"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,212,"""ACCEL_SUBMIT"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,213,"""ACCEL_POLL"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,214,"""ACCEL_WAIT"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,215,"""ACCEL_CANCEL"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,216,"""ACCEL_FENCE"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,217,"""ACCEL_STATUS"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,405,"[""ACCEL_QUERY_CAPS""] = ""SYS_SERIAL"", [""ACCEL_SUBMIT""] = ""SYS_SERIAL"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,406,"[""ACCEL_POLL""] = ""SYS_SERIAL"",       [""ACCEL_WAIT""] = ""SYS_SERIAL"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,407,"[""ACCEL_CANCEL""] = ""SYS_SERIAL"",     [""ACCEL_FENCE""] = ""SYS_SERIAL"","
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/IsaV4Surface.cs,408,"[""ACCEL_STATUS""] = ""SYS_SERIAL"","
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.Scalar.cs,296,// ========== Non-VMX CloseToRTL Iteration 03C: Optional scalar rotates ==========
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,44,// ========== ISA v4: VMX Instruction Plane ==========
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,50,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMXON, ""VMXON"", OpcodeCategory.Privileged, 1, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,51,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMXOFF, ""VMXOFF"", OpcodeCategory.Privileged, 0, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,52,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMLAUNCH, ""VMLAUNCH"", OpcodeCategory.Privileged, 0, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,53,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMRESUME, ""VMRESUME"", OpcodeCategory.Privileged, 0, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,54,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMREAD, ""VMREAD"", OpcodeCategory.Privileged, 2, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,55,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMWRITE, ""VMWRITE"", OpcodeCategory.Privileged, 2, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,56,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMCLEAR, ""VMCLEAR"", OpcodeCategory.Privileged, 1, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,57,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMPTRLD, ""VMPTRLD"", OpcodeCategory.Privileged, 1, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,58,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMPTRST, ""VMPTRST"", OpcodeCategory.Privileged, 1, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,59,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMCALL, ""VMCALL"", OpcodeCategory.Privileged, 2, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,60,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.INVEPT, ""INVEPT"", OpcodeCategory.Privileged, 2, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,61,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.INVVPID, ""INVVPID"", OpcodeCategory.Privileged, 2, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,62,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMFUNC, ""VMFUNC"", OpcodeCategory.Privileged, 2, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,63,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMSAVEX, ""VMSAVEX"", OpcodeCategory.Privileged, 2, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,64,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.VMRESTX, ""VMRESTX"", OpcodeCategory.Privileged, 2, InstructionFlags.Privileged, 1, 0, InstructionClass.Vmx, SerializationClass.VmxSerial),"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,71,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.ACCEL_QUERY_CAPS, ""ACCEL_QUERY_CAPS"", OpcodeCategory.System, 0, InstructionFlags.None, 1, 0, InstructionClass.System, SerializationClass.CsrOrdered),"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,72,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.ACCEL_SUBMIT, ""ACCEL_SUBMIT"", OpcodeCategory.System, 0, InstructionFlags.None, 1, 0, InstructionClass.System, SerializationClass.MemoryOrdered),"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,73,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.ACCEL_POLL, ""ACCEL_POLL"", OpcodeCategory.System, 0, InstructionFlags.None, 1, 0, InstructionClass.System, SerializationClass.CsrOrdered),"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,74,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.ACCEL_WAIT, ""ACCEL_WAIT"", OpcodeCategory.System, 0, InstructionFlags.None, 1, 0, InstructionClass.System, SerializationClass.FullSerial),"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,75,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.ACCEL_CANCEL, ""ACCEL_CANCEL"", OpcodeCategory.System, 0, InstructionFlags.None, 1, 0, InstructionClass.System, SerializationClass.FullSerial),"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,76,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.ACCEL_FENCE, ""ACCEL_FENCE"", OpcodeCategory.System, 0, InstructionFlags.None, 1, 0, InstructionClass.System, SerializationClass.FullSerial),"
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Data.System.cs,77,"new OpcodeInfo((uint)Processor.CPU_Core.InstructionsEnum.ACCEL_STATUS, ""ACCEL_STATUS"", OpcodeCategory.System, 0, InstructionFlags.None, 1, 0, InstructionClass.System, SerializationClass.CsrOrdered),"
VMX,mention,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Helpers.cs,200,InstructionClass.Vmx;
VMX,mention,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Helpers.cs,227,InstructionClass.Vmx;
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Helpers.cs,50,Processor.CPU_Core.IsaOpcodeValues.ACCEL_QUERY_CAPS or
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Helpers.cs,51,Processor.CPU_Core.IsaOpcodeValues.ACCEL_SUBMIT or
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Helpers.cs,52,Processor.CPU_Core.IsaOpcodeValues.ACCEL_POLL or
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Helpers.cs,53,Processor.CPU_Core.IsaOpcodeValues.ACCEL_WAIT or
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Helpers.cs,54,Processor.CPU_Core.IsaOpcodeValues.ACCEL_CANCEL or
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Helpers.cs,55,Processor.CPU_Core.IsaOpcodeValues.ACCEL_FENCE or
ACCEL,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Registry.Helpers.cs,56,Processor.CPU_Core.IsaOpcodeValues.ACCEL_STATUS;
VMX,usage,HybridCPU_ISE/NonRTL/Arch/OpcodeInfo.Types.cs,165,"System = 4,         // System control, VMX, interrupts"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/SerializationClass.cs,43,/// VMX-serial: instruction transitions the pipeline FSM.
VMX,usage,HybridCPU_ISE/NonRTL/Arch/SerializationClass.cs,44,/// All VMX instructions are fully serialized.
VMX,usage,HybridCPU_ISE/NonRTL/Arch/VmxSpecTable.cs,7,/// Machine-readable VMX architecture seed for Phase 00.
VMX,usage,HybridCPU_ISE/NonRTL/Arch/VmxSpecTable.cs,8,/// VMX8 entries are the frozen compatibility baseline; VMX-v2 drafts remain
VMX,usage,HybridCPU_ISE/NonRTL/Arch/VmxSpecTable.cs,27,"CompatibilityNote: ""VMX8 preserves one encoded operand as reserved/ignored; VMX-v2 may reinterpret rs1 only behind a future capability.""),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/VmxSpecTable.cs,129,"new(""VmxEnable"", 0x820, VmxCsrAccessPolicy.MachineReadWrite, ""Legacy VMX enable alias.""),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/VmxSpecTable.cs,130,"new(""VmxCaps"", 0x821, VmxCsrAccessPolicy.ReadOnly, ""Legacy VMX capability alias.""),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/VmxSpecTable.cs,131,"new(""VmxControl"", 0x822, VmxCsrAccessPolicy.MachineReadWrite, ""Legacy VMX control alias.""),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/VmxSpecTable.cs,132,"new(""VmxExitReason"", 0x823, VmxCsrAccessPolicy.MachineReadWrite, ""Legacy VMX exit/failure reason projection alias.""),"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/VmxSpecTable.cs,133,"new(""VmxExitQual"", 0x824, VmxCsrAccessPolicy.MachineReadWrite, ""Legacy VMX exit qualification projection alias."")"
VMX,usage,HybridCPU_ISE/NonRTL/Arch/VmxSpecTable.cs,200,public InstructionClass InstructionClass => InstructionClass.Vmx;
VMX,usage,HybridCPU_ISE/NonRTL/Core/Contracts/CompilerContract.cs,120,///   <item><b>V6 Phase 6 (VMX subsystem — J47–J52):</b>
VMX,usage,HybridCPU_ISE/NonRTL/Core/Contracts/CompilerContract.cs,121,///     typed VMX compatibility retire effects introduced; <c>PipelineState.VmEntry</c> / <c>PipelineState.VmExit</c>
VMX,usage,HybridCPU_ISE/NonRTL/Core/Contracts/CompilerContract.cs,122,///     added; VMX instructions serialised via <c>SerializationClass.VmxSerial</c>;
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Decoder/DecodedBundleTransportProjector.cs,219,if (opCode != Processor.CPU_Core.IsaOpcodeValues.ACCEL_SUBMIT)
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Decoder/DecodedBundleTransportProjector.cs,224,"""AcceleratorCommandDescriptor sideband reached projector on a non-ACCEL_SUBMIT opcode."","
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Decoder/DecodedBundleTransportProjector.cs,251,"""ACCEL_SUBMIT admission guard rejected before carrier materialization. "" +"
VMX,mention,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,561,if (!opcodeInfo.HasValue || opcodeInfo.Value.InstructionClass != InstructionClass.Vmx)
VMX,mention,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,823,(InstructionClass.System or InstructionClass.Csr or InstructionClass.SmtVt or InstructionClass.Vmx))
VMX,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,826,"$""Opcode {OpcodeRegistry.GetMnemonicOrHex(opCode)} is not a published system/CSR/VMX contour and cannot use the canonical system-like descriptor path."");"
VMX,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,1319,"/// Register a VMX plane instruction that produces a <see cref=""VmxMicroOp""/>."
VMX,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,1320,"/// VMX instructions are always fully serialised, cannot be stolen, and require"
VMX,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,1334,"$""Opcode {OpcodeRegistry.GetMnemonicOrHex(opcode)} reached InstructionRegistry.CreateMicroOp(...) with a non-canonical VMX register encoding. "" +"
VMX,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,1335,"""VMX manual publication requires flat architectural register ids or an explicit NoReg/NoArchReg sentinel."");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,645,case OpcodeValues.ACCEL_QUERY_CAPS:
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,646,case OpcodeValues.ACCEL_SUBMIT:
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,649,case OpcodeValues.ACCEL_POLL:
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,650,case OpcodeValues.ACCEL_STATUS:
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,651,case OpcodeValues.ACCEL_WAIT:
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,652,case OpcodeValues.ACCEL_CANCEL:
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Helpers.Core.cs,653,case OpcodeValues.ACCEL_FENCE:
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,113,"(uint)Processor.CPU_Core.InstructionsEnum.ACCEL_QUERY_CAPS,"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,120,"""ACCEL_QUERY_CAPS uses the canonical packed register ABI rd, x0, x0."");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,126,"(uint)Processor.CPU_Core.InstructionsEnum.ACCEL_SUBMIT,"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,133,"""ACCEL_SUBMIT uses the canonical packed register ABI rd, x0, x0 plus typed descriptor sideband."");"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,139,"(uint)Processor.CPU_Core.InstructionsEnum.ACCEL_POLL,"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,142,"(uint)Processor.CPU_Core.InstructionsEnum.ACCEL_WAIT,"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,145,"(uint)Processor.CPU_Core.InstructionsEnum.ACCEL_CANCEL,"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,148,"(uint)Processor.CPU_Core.InstructionsEnum.ACCEL_FENCE,"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,151,"(uint)Processor.CPU_Core.InstructionsEnum.ACCEL_STATUS,"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Base.cs,157,"""ACCEL_STATUS uses the canonical packed register ABI rd, rs1(token-id), x0."");"
StreamEngine,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Initialize.Vector.cs,21,// Legacy vector transfer opcodes still execute through StreamEngine but must now
StreamEngine,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/InstructionRegistry.Types.cs,174,/// 3 = Stream memory (large burst transactions via StreamEngine)
VMX,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/IV4TraceEventSink.cs,12,"/// (ALU, memory, atomic, CSR, SMT/VT, VMX, FSP) route events through this"
VMX,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/TraceEventKind.cs,108,// ─── VMX Events ─────────────────────────────────────────────────────
VMX,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/TraceEventKind.cs,109,/// <summary>VMXON executed: VMX operation enabled.</summary>
VMX,usage,HybridCPU_ISE/NonRTL/Core/Diagnostics/TraceEventKind.cs,112,/// <summary>VMXOFF executed: VMX operation disabled.</summary>
StreamEngine,usage,HybridCPU_ISE/NonRTL/Core/Execution/DmaStreamCompute/DmaStreamComputeDescriptorParser.cs,18,"""unsupported descriptor shapes and operations still fail closed without StreamEngine or DMAController fallback."";"
StreamRegisterFile,mention,HybridCPU_ISE/NonRTL/Core/Execution/DmaStreamCompute/DmaStreamComputeTokenStore.cs,814,"""DmaStreamCompute SRF credit pressure rejected issue/admission before token creation."","
VMX,usage,HybridCPU_ISE/NonRTL/Core/Execution/DmaStreamCompute/VmxDmaDescriptorValidator.cs,76,"""VMX DMA descriptor accepted and materialized into host-owned Lane6 evidence."");"
VMX,usage,HybridCPU_ISE/NonRTL/Core/Execution/DmaStreamCompute/VmxDmaDescriptorValidator.cs,208,"""VMX guest Lane6 execution requires descriptor validation evidence before MicroOp execution."");"
VMX,usage,HybridCPU_ISE/NonRTL/Core/Execution/DmaStreamCompute/VmxDmaDescriptorValidator.cs,225,"""VMX guest Lane6 descriptor validation evidence is stale after IOMMU/domain/IOTLB epoch change."");"
VMX,usage,HybridCPU_ISE/NonRTL/Core/Execution/DmaStreamCompute/VmxDmaDescriptorValidator.cs,258,"""VMX DMA descriptor contains an empty or overflowing memory range."");"
VMX,usage,HybridCPU_ISE/NonRTL/Core/Execution/DmaStreamCompute/VmxDmaDescriptorValidator.cs,316,"""VMX DMA descriptor range spans non-contiguous host physical pages."");"
VMX,usage,HybridCPU_ISE/NonRTL/Core/Execution/ExecutionDispatcherV4.Trace.cs,33,"InstructionClass.Vmx => ClassifyVmxEvent(instr, result),"
VMX,mention,HybridCPU_ISE/NonRTL/Core/Execution/ExecutionDispatcherV4.Trace.cs,330,return opcodeInfo.Value.InstructionClass == InstructionClass.Vmx;
StreamRegisterFile,usage,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Commit/AcceleratorCommitModel.cs,153,"StreamRegisterFile? streamRegisterFile,"
StreamRegisterFile,usage,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Commit/AcceleratorCommitModel.cs,158,StreamRegisterFile = streamRegisterFile;
StreamRegisterFile,usage,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Commit/AcceleratorCommitModel.cs,164,public StreamRegisterFile? StreamRegisterFile { get; }
StreamRegisterFile,usage,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Commit/AcceleratorCommitModel.cs,188,StreamRegisterFile? streamRegisterFile = null) =>
StreamRegisterFile,usage,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Commit/AcceleratorCommitModel.cs,198,"StreamRegisterFile,"
StreamRegisterFile,mention,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Commit/AcceleratorCommitModel.cs,1344,"$""L7-SDC SRF/cache invalidation requires CommitPending token state, but token is {token.State}."");"
StreamRegisterFile,mention,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Commit/AcceleratorCommitModel.cs,1357,"""L7-SDC SRF/cache invalidation requires fresh owner/domain and mapping/IOMMU epoch authority. "" +"
StreamRegisterFile,usage,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Commit/AcceleratorCommitModel.cs,1406,invalidationPlan.StreamRegisterFile?.InvalidateOverlappingRange(
StreamRegisterFile,mention,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Conflicts/ExternalAcceleratorConflictManager.cs,593,"""L7-SDC submit rejected because accelerator writes overlap an SRF warmed window; v1 does not relax this dependency."","
StreamRegisterFile,mention,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Conflicts/ExternalAcceleratorConflictManager.cs,766,"""SRF warm window overlaps an active accelerator write footprint; v1 rejects the warm/accelerator overlap instead of treating warm evidence as authority."","
StreamRegisterFile,mention,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Conflicts/ExternalAcceleratorConflictManager.cs,788,"""SRF warm window recorded as non-authoritative conflict evidence for future L7-SDC submit checks."");"
StreamRegisterFile,mention,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Conflicts/ExternalAcceleratorConflictManager.cs,896,"""L7-SDC commit rejected because a recorded SRF warmed window overlaps the token write footprint."","
StreamRegisterFile,mention,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Conflicts/ExternalAcceleratorConflictManager.cs,970,"$""L7-SDC conflict-manager SRF/cache cleanup requires a Phase 08 committed token, but token is {token.State}."","
StreamRegisterFile,mention,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Conflicts/ExternalAcceleratorConflictManager.cs,986,"""L7-SDC conflict-manager SRF/cache cleanup requires fresh guard authority and cannot replace Phase 08 invalidation. "" +"
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Descriptors/AcceleratorDescriptorParser.cs,701,if ((opcode is Processor.CPU_Core.IsaOpcodeValues.ACCEL_QUERY_CAPS
ACCEL,usage,HybridCPU_ISE/NonRTL/Core/Execution/ExternalAccelerators/Descriptors/AcceleratorDescriptorParser.cs,702,or Processor.CPU_Core.IsaOpcodeValues.ACCEL_SUBMIT) &&
